v1	V(n002)	I(D1)
4.749999999999881e+000	6.504354e-001	4.099565e-003
4.759999999999881e+000	6.505501e-001	4.109450e-003
4.769999999999881e+000	6.506646e-001	4.119335e-003
4.779999999999880e+000	6.507789e-001	4.129221e-003
4.789999999999880e+000	6.508929e-001	4.139107e-003
4.799999999999880e+000	6.510066e-001	4.148994e-003
4.809999999999880e+000	6.511201e-001	4.158880e-003
4.819999999999880e+000	6.512333e-001	4.168767e-003
4.829999999999879e+000	6.513462e-001	4.178654e-003
4.839999999999879e+000	6.514589e-001	4.188541e-003
4.849999999999879e+000	6.515714e-001	4.198429e-003
4.859999999999879e+000	6.516836e-001	4.208317e-003
4.869999999999878e+000	6.517956e-001	4.218204e-003
4.879999999999878e+000	6.519073e-001	4.228093e-003
4.889999999999878e+000	6.520188e-001	4.237981e-003
4.899999999999878e+000	6.521300e-001	4.247870e-003
4.909999999999878e+000	6.522410e-001	4.257759e-003
4.919999999999877e+000	6.523517e-001	4.267648e-003
4.929999999999877e+000	6.524622e-001	4.277538e-003
4.939999999999877e+000	6.525725e-001	4.287427e-003
4.949999999999877e+000	6.526825e-001	4.297317e-003
4.959999999999877e+000	6.527923e-001	4.307208e-003
4.969999999999876e+000	6.529019e-001	4.317098e-003
4.979999999999876e+000	6.530112e-001	4.326989e-003
4.989999999999876e+000	6.531203e-001	4.336880e-003
5.000000000000000e+000	6.532291e-001	4.346771e-003
