Freq.	V(n001)	V(n002)	I(C1)	I(R1)	I(V1)
1.59587914723637e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.41724256227258e+001dB,-7.87199642781969e+001°)	(-3.41488282555654e+001dB,1.12800357218031e+001°)	(-3.41488282555654e+001dB,-1.68719964278197e+002°)	(-3.41488282555654e+001dB,-1.68719964278197e+002°)
1.59955802861431e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.41916620929237e+001dB,-7.87452446768434e+001°)	(-3.41480647257634e+001dB,1.12547553231566e+001°)	(-3.41480647257634e+001dB,-1.68745244676843e+002°)	(-3.41480647257634e+001dB,-1.68745244676843e+002°)
1.60324539068968e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.42109019378872e+001dB,-7.87704713570768e+001°)	(-3.41473045707269e+001dB,1.12295286429232e+001°)	(-3.41473045707269e+001dB,-1.68770471357077e+002°)	(-3.41473045707269e+001dB,-1.68770471357077e+002°)
1.60694125301251e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.42301451432867e+001dB,-7.87956444135239e+001°)	(-3.41465477761264e+001dB,1.12043555864761e+001°)	(-3.41465477761264e+001dB,-1.68795644413524e+002°)	(-3.41465477761264e+001dB,-1.68795644413524e+002°)
1.61064563517791e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.42493916948485e+001dB,-7.88207639407761e+001°)	(-3.41457943276882e+001dB,1.11792360592239e+001°)	(-3.41457943276882e+001dB,-1.68820763940776e+002°)	(-3.41457943276882e+001dB,-1.68820763940776e+002°)
1.61435855682612e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.42686415783543e+001dB,-7.88458300333886e+001°)	(-3.41450442111940e+001dB,1.11541699666114e+001°)	(-3.41450442111940e+001dB,-1.68845830033389e+002°)	(-3.41450442111940e+001dB,-1.68845830033389e+002°)
1.61808003764270e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.42878947796410e+001dB,-7.88708427858790e+001°)	(-3.41442974124807e+001dB,1.11291572141210e+001°)	(-3.41442974124807e+001dB,-1.68870842785879e+002°)	(-3.41442974124807e+001dB,-1.68870842785879e+002°)
1.62181009735856e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.43071512846009e+001dB,-7.88958022927270e+001°)	(-3.41435539174406e+001dB,1.11041977072730e+001°)	(-3.41435539174406e+001dB,-1.68895802292727e+002°)	(-3.41435539174406e+001dB,-1.68895802292727e+002°)
1.62554875575012e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.43264110791810e+001dB,-7.89207086483726e+001°)	(-3.41428137120207e+001dB,1.10792913516275e+001°)	(-3.41428137120207e+001dB,-1.68920708648373e+002°)	(-3.41428137120207e+001dB,-1.68920708648373e+002°)
1.62929603263935e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.43456741493834e+001dB,-7.89455619472157e+001°)	(-3.41420767822231e+001dB,1.10544380527843e+001°)	(-3.41420767822231e+001dB,-1.68945561947216e+002°)	(-3.41420767822231e+001dB,-1.68945561947216e+002°)
1.63305194789396e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.43649404812647e+001dB,-7.89703622836153e+001°)	(-3.41413431141044e+001dB,1.10296377163847e+001°)	(-3.41413431141044e+001dB,-1.68970362283615e+002°)	(-3.41413431141044e+001dB,-1.68970362283615e+002°)
1.63681652142744e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.43842100609360e+001dB,-7.89951097518878e+001°)	(-3.41406126937756e+001dB,1.10048902481122e+001°)	(-3.41406126937756e+001dB,-1.68995109751888e+002°)	(-3.41406126937756e+001dB,-1.68995109751888e+002°)
1.64058977319917e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.44034828745625e+001dB,-7.90198044463067e+001°)	(-3.41398855074022e+001dB,1.09801955536933e+001°)	(-3.41398855074022e+001dB,-1.69019804446307e+002°)	(-3.41398855074022e+001dB,-1.69019804446307e+002°)
1.64437172321456e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.44227589083640e+001dB,-7.90444464611017e+001°)	(-3.41391615412037e+001dB,1.09555535388983e+001°)	(-3.41391615412037e+001dB,-1.69044446461102e+002°)	(-3.41391615412037e+001dB,-1.69044446461102e+002°)
1.64816239152513e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.44420381486138e+001dB,-7.90690358904573e+001°)	(-3.41384407814535e+001dB,1.09309641095427e+001°)	(-3.41384407814535e+001dB,-1.69069035890457e+002°)	(-3.41384407814535e+001dB,-1.69069035890457e+002°)
1.65196179822864e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.44613205816393e+001dB,-7.90935728285121e+001°)	(-3.41377232144789e+001dB,1.09064271714879e+001°)	(-3.41377232144789e+001dB,-1.69093572828512e+002°)	(-3.41377232144789e+001dB,-1.69093572828512e+002°)
1.65576996346915e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.44806061938213e+001dB,-7.91180573693582e+001°)	(-3.41370088266610e+001dB,1.08819426306419e+001°)	(-3.41370088266610e+001dB,-1.69118057369358e+002°)	(-3.41370088266610e+001dB,-1.69118057369358e+002°)
1.65958690743718e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.44998949715943e+001dB,-7.91424896070397e+001°)	(-3.41362976044340e+001dB,1.08575103929603e+001°)	(-3.41362976044340e+001dB,-1.69142489607040e+002°)	(-3.41362976044340e+001dB,-1.69142489607040e+002°)
1.66341265036979e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.45191869014460e+001dB,-7.91668696355526e+001°)	(-3.41355895342856e+001dB,1.08331303644474e+001°)	(-3.41355895342856e+001dB,-1.69166869635553e+002°)	(-3.41355895342856e+001dB,-1.69166869635553e+002°)
1.66724721255068e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.45384819699170e+001dB,-7.91911975488430e+001°)	(-3.41348846027566e+001dB,1.08088024511570e+001°)	(-3.41348846027566e+001dB,-1.69191197548843e+002°)	(-3.41348846027566e+001dB,-1.69191197548843e+002°)
1.67109061431033e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.45577801636012e+001dB,-7.92154734408068e+001°)	(-3.41341827964408e+001dB,1.07845265591932e+001°)	(-3.41341827964408e+001dB,-1.69215473440807e+002°)	(-3.41341827964408e+001dB,-1.69215473440807e+002°)
1.67494287602606e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.45770814691450e+001dB,-7.92396974052889e+001°)	(-3.41334841019847e+001dB,1.07603025947111e+001°)	(-3.41334841019847e+001dB,-1.69239697405289e+002°)	(-3.41334841019847e+001dB,-1.69239697405289e+002°)
1.67880401812218e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.45963858732477e+001dB,-7.92638695360819e+001°)	(-3.41327885060873e+001dB,1.07361304639181e+001°)	(-3.41327885060873e+001dB,-1.69263869536082e+002°)	(-3.41327885060873e+001dB,-1.69263869536082e+002°)
1.68267406107009e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.46156933626607e+001dB,-7.92879899269256e+001°)	(-3.41320959955004e+001dB,1.07120100730744e+001°)	(-3.41320959955004e+001dB,-1.69287989926926e+002°)	(-3.41320959955004e+001dB,-1.69287989926926e+002°)
1.68655302538836e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.46350039241881e+001dB,-7.93120586715059e+001°)	(-3.41314065570278e+001dB,1.06879413284941e+001°)	(-3.41314065570278e+001dB,-1.69312058671506e+002°)	(-3.41314065570278e+001dB,-1.69312058671506e+002°)
1.69044093164288e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.46543175446857e+001dB,-7.93360758634542e+001°)	(-3.41307201775254e+001dB,1.06639241365458e+001°)	(-3.41307201775254e+001dB,-1.69336075863454e+002°)	(-3.41307201775254e+001dB,-1.69336075863454e+002°)
1.69433780044694e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.46736342110615e+001dB,-7.93600415963464e+001°)	(-3.41300368439012e+001dB,1.06399584036536e+001°)	(-3.41300368439012e+001dB,-1.69360041596346e+002°)	(-3.41300368439012e+001dB,-1.69360041596346e+002°)
1.69824365246136e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.46929539102752e+001dB,-7.93839559637021e+001°)	(-3.41293565431149e+001dB,1.06160440362979e+001°)	(-3.41293565431149e+001dB,-1.69383955963702e+002°)	(-3.41293565431149e+001dB,-1.69383955963702e+002°)
1.70215850839456e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.47122766293382e+001dB,-7.94078190589839e+001°)	(-3.41286792621778e+001dB,1.05921809410161e+001°)	(-3.41286792621778e+001dB,-1.69407819058984e+002°)	(-3.41286792621778e+001dB,-1.69407819058984e+002°)
1.70608238900274e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.47316023553131e+001dB,-7.94316309755962e+001°)	(-3.41280049881528e+001dB,1.05683690244038e+001°)	(-3.41280049881528e+001dB,-1.69431630975596e+002°)	(-3.41280049881528e+001dB,-1.69431630975596e+002°)
1.71001531508990e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.47509310753140e+001dB,-7.94553918068849e+001°)	(-3.41273337081537e+001dB,1.05446081931151e+001°)	(-3.41273337081537e+001dB,-1.69455391806885e+002°)	(-3.41273337081537e+001dB,-1.69455391806885e+002°)
1.71395730750804e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.47702627765062e+001dB,-7.94791016461363e+001°)	(-3.41266654093459e+001dB,1.05208983538637e+001°)	(-3.41266654093459e+001dB,-1.69479101646136e+002°)	(-3.41266654093459e+001dB,-1.69479101646136e+002°)
1.71790838715720e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.47895974461056e+001dB,-7.95027605865765e+001°)	(-3.41260000789453e+001dB,1.04972394134236e+001°)	(-3.41260000789453e+001dB,-1.69502760586576e+002°)	(-3.41260000789453e+001dB,-1.69502760586576e+002°)
1.72186857498561e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.48089350713792e+001dB,-7.95263687213701e+001°)	(-3.41253377042189e+001dB,1.04736312786299e+001°)	(-3.41253377042189e+001dB,-1.69526368721370e+002°)	(-3.41253377042189e+001dB,-1.69526368721370e+002°)
1.72583789198981e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.48282756396445e+001dB,-7.95499261436202e+001°)	(-3.41246782724841e+001dB,1.04500738563798e+001°)	(-3.41246782724841e+001dB,-1.69549926143620e+002°)	(-3.41246782724841e+001dB,-1.69549926143620e+002°)
1.72981635921471e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.48476191382693e+001dB,-7.95734329463670e+001°)	(-3.41240217711090e+001dB,1.04265670536330e+001°)	(-3.41240217711090e+001dB,-1.69573432946367e+002°)	(-3.41240217711090e+001dB,-1.69573432946367e+002°)
1.73380399775374e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.48669655546720e+001dB,-7.95968892225873e+001°)	(-3.41233681875117e+001dB,1.04031107774128e+001°)	(-3.41233681875117e+001dB,-1.69596889222587e+002°)	(-3.41233681875117e+001dB,-1.69596889222587e+002°)
1.73780082874898e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.48863148763209e+001dB,-7.96202950651937e+001°)	(-3.41227175091606e+001dB,1.03797049348064e+001°)	(-3.41227175091606e+001dB,-1.69620295065194e+002°)	(-3.41227175091606e+001dB,-1.69620295065194e+002°)
1.74180687339122e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.49056670907342e+001dB,-7.96436505670338e+001°)	(-3.41220697235739e+001dB,1.03563494329662e+001°)	(-3.41220697235739e+001dB,-1.69643650567034e+002°)	(-3.41220697235739e+001dB,-1.69643650567034e+002°)
1.74582215292011e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.49250221854800e+001dB,-7.96669558208896e+001°)	(-3.41214248183197e+001dB,1.03330441791104e+001°)	(-3.41214248183197e+001dB,-1.69666955820890e+002°)	(-3.41214248183197e+001dB,-1.69666955820890e+002°)
1.74984668862426e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.49443801481761e+001dB,-7.96902109194764e+001°)	(-3.41207827810158e+001dB,1.03097890805236e+001°)	(-3.41207827810158e+001dB,-1.69690210919476e+002°)	(-3.41207827810158e+001dB,-1.69690210919476e+002°)
1.75388050184136e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.49637409664896e+001dB,-7.97134159554427e+001°)	(-3.41201435993293e+001dB,1.02865840445573e+001°)	(-3.41201435993293e+001dB,-1.69713415955443e+002°)	(-3.41201435993293e+001dB,-1.69713415955443e+002°)
1.75792361395829e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.49831046281370e+001dB,-7.97365710213687e+001°)	(-3.41195072609767e+001dB,1.02634289786313e+001°)	(-3.41195072609767e+001dB,-1.69736571021369e+002°)	(-3.41195072609767e+001dB,-1.69736571021369e+002°)
1.76197604641123e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.50024711208838e+001dB,-7.97596762097661e+001°)	(-3.41188737537235e+001dB,1.02403237902339e+001°)	(-3.41188737537235e+001dB,-1.69759676209766e+002°)	(-3.41188737537235e+001dB,-1.69759676209766e+002°)
1.76603782068576e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.50218404325447e+001dB,-7.97827316130773e+001°)	(-3.41182430653843e+001dB,1.02172683869227e+001°)	(-3.41182430653843e+001dB,-1.69782731613077e+002°)	(-3.41182430653843e+001dB,-1.69782731613077e+002°)
1.77010895831702e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.50412125509829e+001dB,-7.98057373236746e+001°)	(-3.41176151838225e+001dB,1.01942626763254e+001°)	(-3.41176151838225e+001dB,-1.69805737323675e+002°)	(-3.41176151838225e+001dB,-1.69805737323675e+002°)
1.77418948088976e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.50605874641104e+001dB,-7.98286934338594e+001°)	(-3.41169900969501e+001dB,1.01713065661406e+001°)	(-3.41169900969501e+001dB,-1.69828693433859e+002°)	(-3.41169900969501e+001dB,-1.69828693433859e+002°)
1.77827941003852e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.50799651598878e+001dB,-7.98516000358619e+001°)	(-3.41163677927275e+001dB,1.01483999641381e+001°)	(-3.41163677927275e+001dB,-1.69851600035862e+002°)	(-3.41163677927275e+001dB,-1.69851600035862e+002°)
1.78237876744768e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.50993456263239e+001dB,-7.98744572218398e+001°)	(-3.41157482591636e+001dB,1.01255427781602e+001°)	(-3.41157482591636e+001dB,-1.69874457221840e+002°)	(-3.41157482591636e+001dB,-1.69874457221840e+002°)
1.78648757485164e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.51187288514755e+001dB,-7.98972650838783e+001°)	(-3.41151314843152e+001dB,1.01027349161217e+001°)	(-3.41151314843152e+001dB,-1.69897265083878e+002°)	(-3.41151314843152e+001dB,-1.69897265083878e+002°)
1.79060585403488e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.51381148234477e+001dB,-7.99200237139888e+001°)	(-3.41145174562874e+001dB,1.00799762860112e+001°)	(-3.41145174562874e+001dB,-1.69920023713989e+002°)	(-3.41145174562874e+001dB,-1.69920023713989e+002°)
1.79473362683212e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.51575035303932e+001dB,-7.99427332041087e+001°)	(-3.41139061632329e+001dB,1.00572667958913e+001°)	(-3.41139061632329e+001dB,-1.69942733204109e+002°)	(-3.41139061632329e+001dB,-1.69942733204109e+002°)
1.79887091512838e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.51768949605125e+001dB,-7.99653936461005e+001°)	(-3.41132975933522e+001dB,1.00346063538995e+001°)	(-3.41132975933522e+001dB,-1.69965393646100e+002°)	(-3.41132975933522e+001dB,-1.69965393646100e+002°)
1.80301774085916e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.51962891020534e+001dB,-7.99880051317510e+001°)	(-3.41126917348931e+001dB,1.00119948682490e+001°)	(-3.41126917348931e+001dB,-1.69988005131751e+002°)	(-3.41126917348931e+001dB,-1.69988005131751e+002°)
1.80717412601051e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.52156859433113e+001dB,-8.00105677527711e+001°)	(-3.41120885761510e+001dB,9.98943224722890e+000°)	(-3.41120885761510e+001dB,-1.70010567752771e+002°)	(-3.41120885761510e+001dB,-1.70010567752771e+002°)
1.81134009261919e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.52350854726286e+001dB,-8.00330816007947e+001°)	(-3.41114881054683e+001dB,9.96691839920528e+000°)	(-3.41114881054683e+001dB,-1.70033081600795e+002°)	(-3.41114881054683e+001dB,-1.70033081600795e+002°)
1.81551566277272e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.52544876783949e+001dB,-8.00555467673784e+001°)	(-3.41108903112346e+001dB,9.94445323262163e+000°)	(-3.41108903112346e+001dB,-1.70055546767378e+002°)	(-3.41108903112346e+001dB,-1.70055546767378e+002°)
1.81970085860957e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.52738925490465e+001dB,-8.00779633440004e+001°)	(-3.41102951818862e+001dB,9.92203665599957e+000°)	(-3.41102951818862e+001dB,-1.70077963344000e+002°)	(-3.41102951818862e+001dB,-1.70077963344000e+002°)
1.82389570231922e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.52933000730666e+001dB,-8.01003314220606e+001°)	(-3.41097027059062e+001dB,9.89966857793942e+000°)	(-3.41097027059062e+001dB,-1.70100331422061e+002°)	(-3.41097027059062e+001dB,-1.70100331422061e+002°)
1.82810021614232e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.53127102389846e+001dB,-8.01226510928792e+001°)	(-3.41091128718243e+001dB,9.87734890712085e+000°)	(-3.41091128718243e+001dB,-1.70122651092879e+002°)	(-3.41091128718243e+001dB,-1.70122651092879e+002°)
1.83231442237079e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.53321230353766e+001dB,-8.01449224476965e+001°)	(-3.41085256682163e+001dB,9.85507755230350e+000°)	(-3.41085256682163e+001dB,-1.70144922447697e+002°)	(-3.41085256682163e+001dB,-1.70144922447697e+002°)
1.83653834334793e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.53515384508648e+001dB,-8.01671455776724e+001°)	(-3.41079410837045e+001dB,9.83285442232760e+000°)	(-3.41079410837045e+001dB,-1.70167145577672e+002°)	(-3.41079410837045e+001dB,-1.70167145577672e+002°)
1.84077200146853e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.53709564741176e+001dB,-8.01893205738855e+001°)	(-3.41073591069572e+001dB,9.81067942611456e+000°)	(-3.41073591069572e+001dB,-1.70189320573885e+002°)	(-3.41073591069572e+001dB,-1.70189320573885e+002°)
1.84501541917905e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.53903770938490e+001dB,-8.02114475273325e+001°)	(-3.41067797266887e+001dB,9.78855247266756e+000°)	(-3.41067797266887e+001dB,-1.70211447527332e+002°)	(-3.41067797266887e+001dB,-1.70211447527332e+002°)
1.84926861897765e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.54098002988192e+001dB,-8.02335265289278e+001°)	(-3.41062029316589e+001dB,9.76647347107218e+000°)	(-3.41062029316589e+001dB,-1.70233526528928e+002°)	(-3.41062029316589e+001dB,-1.70233526528928e+002°)
1.85353162341439e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.54292260778336e+001dB,-8.02555576695030e+001°)	(-3.41056287106733e+001dB,9.74444233049696e+000°)	(-3.41056287106733e+001dB,-1.70255557669503e+002°)	(-3.41056287106733e+001dB,-1.70255557669503e+002°)
1.85780445509127e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.54486544197432e+001dB,-8.02775410398060e+001°)	(-3.41050570525829e+001dB,9.72245896019398e+000°)	(-3.41050570525829e+001dB,-1.70277541039806e+002°)	(-3.41050570525829e+001dB,-1.70277541039806e+002°)
1.86208713666244e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.54680853134442e+001dB,-8.02994767305005e+001°)	(-3.41044879462839e+001dB,9.70052326949948e+000°)	(-3.41044879462839e+001dB,-1.70299476730501e+002°)	(-3.41044879462839e+001dB,-1.70299476730501e+002°)
1.86637969083424e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.54875187478782e+001dB,-8.03213648321656e+001°)	(-3.41039213807178e+001dB,9.67863516783437e+000°)	(-3.41039213807178e+001dB,-1.70321364832166e+002°)	(-3.41039213807178e+001dB,-1.70321364832166e+002°)
1.87068214036537e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.55069547120313e+001dB,-8.03432054352952e+001°)	(-3.41033573448710e+001dB,9.65679456470483e+000°)	(-3.41033573448710e+001dB,-1.70343205435295e+002°)	(-3.41033573448710e+001dB,-1.70343205435295e+002°)
1.87499450806699e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.55263931949347e+001dB,-8.03649986302971e+001°)	(-3.41027958277744e+001dB,9.63500136970289e+000°)	(-3.41027958277744e+001dB,-1.70364998630297e+002°)	(-3.41027958277744e+001dB,-1.70364998630297e+002°)
1.87931681680284e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.55458341856644e+001dB,-8.03867445074931e+001°)	(-3.41022368185041e+001dB,9.61325549250694e+000°)	(-3.41022368185041e+001dB,-1.70386744507493e+002°)	(-3.41022368185041e+001dB,-1.70386744507493e+002°)
1.88364908948937e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.55652776733405e+001dB,-8.04084431571177e+001°)	(-3.41016803061802e+001dB,9.59155684288231e+000°)	(-3.41016803061802e+001dB,-1.70408443157118e+002°)	(-3.41016803061802e+001dB,-1.70408443157118e+002°)
1.88799134909586e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.55847236471277e+001dB,-8.04300946693182e+001°)	(-3.41011262799674e+001dB,9.56990533068181e+000°)	(-3.41011262799674e+001dB,-1.70430094669318e+002°)	(-3.41011262799674e+001dB,-1.70430094669318e+002°)
1.89234361864454e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.56041720962348e+001dB,-8.04516991341537e+001°)	(-3.41005747290745e+001dB,9.54830086584625e+000°)	(-3.41005747290745e+001dB,-1.70451699134154e+002°)	(-3.41005747290745e+001dB,-1.70451699134154e+002°)
1.89670592121071e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.56236230099147e+001dB,-8.04732566415950e+001°)	(-3.41000256427544e+001dB,9.52674335840501e+000°)	(-3.41000256427544e+001dB,-1.70473256641595e+002°)	(-3.41000256427544e+001dB,-1.70473256641595e+002°)
1.90107827992286e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.56430763774642e+001dB,-8.04947672815235e+001°)	(-3.40994790103039e+001dB,9.50523271847652e+000°)	(-3.40994790103039e+001dB,-1.70494767281523e+002°)	(-3.40994790103039e+001dB,-1.70494767281523e+002°)
1.90546071796281e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.56625321882237e+001dB,-8.05162311437312e+001°)	(-3.40989348210634e+001dB,9.48376885626883e+000°)	(-3.40989348210634e+001dB,-1.70516231143731e+002°)	(-3.40989348210634e+001dB,-1.70516231143731e+002°)
1.90985325856580e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.56819904315771e+001dB,-8.05376483179199e+001°)	(-3.40983930644168e+001dB,9.46235168208011e+000°)	(-3.40983930644168e+001dB,-1.70537648317920e+002°)	(-3.40983930644168e+001dB,-1.70537648317920e+002°)
1.91425592502065e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.57014510969521e+001dB,-8.05590188937009e+001°)	(-3.40978537297918e+001dB,9.44098110629913e+000°)	(-3.40978537297918e+001dB,-1.70559018893701e+002°)	(-3.40978537297918e+001dB,-1.70559018893701e+002°)
1.91866874066985e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.57209141738191e+001dB,-8.05803429605942e+001°)	(-3.40973168066588e+001dB,9.41965703940581e+000°)	(-3.40973168066588e+001dB,-1.70580342960594e+002°)	(-3.40973168066588e+001dB,-1.70580342960594e+002°)
1.92309172890972e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.57403796516922e+001dB,-8.06016206080283e+001°)	(-3.40967822845319e+001dB,9.39837939197171e+000°)	(-3.40967822845319e+001dB,-1.70601620608028e+002°)	(-3.40967822845319e+001dB,-1.70601620608028e+002°)
1.92752491319049e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.57598475201279e+001dB,-8.06228519253395e+001°)	(-3.40962501529676e+001dB,9.37714807466052e+000°)	(-3.40962501529676e+001dB,-1.70622851925339e+002°)	(-3.40962501529676e+001dB,-1.70622851925339e+002°)
1.93196831701648e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.57793177687260e+001dB,-8.06440370017715e+001°)	(-3.40957204015657e+001dB,9.35596299822855e+000°)	(-3.40957204015657e+001dB,-1.70644037001771e+002°)	(-3.40957204015657e+001dB,-1.70644037001771e+002°)
1.93642196394616e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.57987903871285e+001dB,-8.06651759264748e+001°)	(-3.40951930199682e+001dB,9.33482407352522e+000°)	(-3.40951930199682e+001dB,-1.70665175926475e+002°)	(-3.40951930199682e+001dB,-1.70665175926475e+002°)
1.94088587759233e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.58182653650203e+001dB,-8.06862687885065e+001°)	(-3.40946679978600e+001dB,9.31373121149354e+000°)	(-3.40946679978600e+001dB,-1.70686268788506e+002°)	(-3.40946679978600e+001dB,-1.70686268788506e+002°)
1.94536008162221e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.58377426921284e+001dB,-8.07073156768294e+001°)	(-3.40941453249681e+001dB,9.29268432317058e+000°)	(-3.40941453249681e+001dB,-1.70707315676829e+002°)	(-3.40941453249681e+001dB,-1.70707315676829e+002°)
1.94984459975760e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.58572223582220e+001dB,-8.07283166803120e+001°)	(-3.40936249910617e+001dB,9.27168331968796e+000°)	(-3.40936249910617e+001dB,-1.70728316680312e+002°)	(-3.40936249910617e+001dB,-1.70728316680312e+002°)
1.95433945577494e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.58767043531124e+001dB,-8.07492718877277e+001°)	(-3.40931069859521e+001dB,9.25072811227229e+000°)	(-3.40931069859521e+001dB,-1.70749271887728e+002°)	(-3.40931069859521e+001dB,-1.70749271887728e+002°)
1.95884467350554e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.58961886666529e+001dB,-8.07701813877543e+001°)	(-3.40925912994926e+001dB,9.22981861224566e+000°)	(-3.40925912994926e+001dB,-1.70770181387754e+002°)	(-3.40925912994926e+001dB,-1.70770181387754e+002°)
1.96336027683559e+003	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-1.59156752887384e+001dB,-8.07910452689739e+001°)	(-3.40920779215781e+001dB,9.20895473102605e+000°)	(-3.40920779215781e+001dB,-1.70791045268974e+002°)	(-3.40920779215781e+001dB,-1.70791045268974e+002°)
