x-axis,1,2,MATH
second,Volt,Volt,Volt
+1.035000E-03,+691.406250E-03,+7.008437157E+00,+6.309925079E+00
+1.040000E-03,+691.406250E-03,+7.027968407E+00,+6.325550079E+00
+1.045000E-03,+691.406250E-03,+7.037734032E+00,+6.337268829E+00
+1.050000E-03,+691.406250E-03,+7.057265282E+00,+6.352893829E+00
+1.055000E-03,+691.406250E-03,+7.067030907E+00,+6.368518829E+00
+1.060000E-03,+691.406250E-03,+7.086562157E+00,+6.384143829E+00
+1.065000E-03,+691.406250E-03,+7.096327782E+00,+6.395862579E+00
+1.070000E-03,+691.406250E-03,+7.115859032E+00,+6.411487579E+00
+1.075000E-03,+691.406250E-03,+7.125624657E+00,+6.427112579E+00
+1.080000E-03,+691.406250E-03,+7.145155907E+00,+6.442737579E+00
+1.085000E-03,+695.312500E-03,+7.164687157E+00,+6.462268829E+00
+1.090000E-03,+691.406250E-03,+7.174452782E+00,+6.473987579E+00
+1.095000E-03,+691.406250E-03,+7.193984032E+00,+6.493518829E+00
+1.100000E-03,+691.406250E-03,+7.213515282E+00,+6.513050079E+00
+1.105000E-03,+691.406250E-03,+7.233046532E+00,+6.528675079E+00
+1.110000E-03,+695.312500E-03,+7.242812157E+00,+6.540393829E+00
+1.115000E-03,+695.312500E-03,+7.262343407E+00,+6.556018829E+00
+1.120000E-03,+691.406250E-03,+7.281874657E+00,+6.575550079E+00
+1.125000E-03,+695.312500E-03,+7.291640282E+00,+6.595081329E+00
+1.130000E-03,+695.312500E-03,+7.311171532E+00,+6.614612579E+00
+1.135000E-03,+695.312500E-03,+7.330702782E+00,+6.630237579E+00
+1.140000E-03,+695.312500E-03,+7.350234032E+00,+6.645862579E+00
+1.145000E-03,+695.312500E-03,+7.359999657E+00,+6.661487579E+00
+1.150000E-03,+695.312500E-03,+7.379530907E+00,+6.677112579E+00
+1.155000E-03,+695.312500E-03,+7.389296532E+00,+6.688831329E+00
+1.160000E-03,+695.312500E-03,+7.408827782E+00,+6.704456329E+00
+1.165000E-03,+695.312500E-03,+7.428359032E+00,+6.723987579E+00
+1.170000E-03,+695.312500E-03,+7.447890282E+00,+6.739612579E+00
+1.175000E-03,+695.312500E-03,+7.457655907E+00,+6.755237579E+00
+1.180000E-03,+695.312500E-03,+7.477187157E+00,+6.774768829E+00
+1.185000E-03,+695.312500E-03,+7.486952782E+00,+6.786487579E+00
+1.190000E-03,+695.312500E-03,+7.506484032E+00,+6.802112579E+00
+1.195000E-03,+695.312500E-03,+7.516249657E+00,+6.813831329E+00
+1.200000E-03,+695.312500E-03,+7.535780907E+00,+6.833362579E+00
+1.205000E-03,+695.312500E-03,+7.555312157E+00,+6.848987579E+00
+1.210000E-03,+695.312500E-03,+7.565077782E+00,+6.860706329E+00
+1.215000E-03,+695.312500E-03,+7.584609032E+00,+6.880237579E+00
+1.220000E-03,+695.312500E-03,+7.594374657E+00,+6.891956329E+00
+1.225000E-03,+695.312500E-03,+7.613905907E+00,+6.911487579E+00
+1.230000E-03,+695.312500E-03,+7.633437157E+00,+6.931018829E+00
+1.235000E-03,+695.312500E-03,+7.652968407E+00,+6.946643829E+00
+1.240000E-03,+695.312500E-03,+7.672499657E+00,+6.962268829E+00
+1.245000E-03,+695.312500E-03,+7.682265282E+00,+6.977893829E+00
+1.250000E-03,+695.312500E-03,+7.701796532E+00,+6.997425079E+00
+1.255000E-03,+695.312500E-03,+7.721327782E+00,+7.016956329E+00
+1.260000E-03,+695.312500E-03,+7.740859032E+00,+7.032581329E+00
+1.265000E-03,+695.312500E-03,+7.760390282E+00,+7.052112579E+00
+1.270000E-03,+695.312500E-03,+7.770155907E+00,+7.067737579E+00
+1.275000E-03,+695.312500E-03,+7.789687157E+00,+7.083362579E+00
+1.280000E-03,+699.218750E-03,+7.809218407E+00,+7.102893829E+00
+1.285000E-03,+695.312500E-03,+7.818984032E+00,+7.114612579E+00
+1.290000E-03,+699.218750E-03,+7.838515282E+00,+7.130237579E+00
+1.295000E-03,+695.312500E-03,+7.848280907E+00,+7.145862579E+00
+1.300000E-03,+699.218750E-03,+7.867812157E+00,+7.161487579E+00
+1.305000E-03,+695.312500E-03,+7.877577782E+00,+7.173206329E+00
+1.310000E-03,+699.218750E-03,+7.897109032E+00,+7.192737579E+00
+1.315000E-03,+699.218750E-03,+7.916640282E+00,+7.208362579E+00
+1.320000E-03,+699.218750E-03,+7.926405907E+00,+7.223987579E+00
+1.325000E-03,+699.218750E-03,+7.945937157E+00,+7.243518829E+00
+1.330000E-03,+699.218750E-03,+7.965468407E+00,+7.263050079E+00
+1.335000E-03,+699.218750E-03,+7.984999657E+00,+7.278675079E+00
+1.340000E-03,+699.218750E-03,+8.004530907E+00,+7.298206329E+00
+1.345000E-03,+699.218750E-03,+8.024062157E+00,+7.317737579E+00
+1.350000E-03,+699.218750E-03,+8.043593407E+00,+7.341175079E+00
+1.355000E-03,+699.218750E-03,+8.063124657E+00,+7.360706329E+00
+1.360000E-03,+699.218750E-03,+8.082655907E+00,+7.376331329E+00
+1.365000E-03,+699.218750E-03,+8.102187157E+00,+7.395862579E+00
+1.370000E-03,+699.218750E-03,+8.121718407E+00,+7.415393829E+00
+1.375000E-03,+699.218750E-03,+8.141249657E+00,+7.431018829E+00
+1.380000E-03,+699.218750E-03,+8.151015282E+00,+7.446643829E+00
+1.385000E-03,+699.218750E-03,+8.170546532E+00,+7.458362579E+00
+1.390000E-03,+699.218750E-03,+8.180312157E+00,+7.473987579E+00
+1.395000E-03,+699.218750E-03,+8.199843407E+00,+7.489612579E+00
+1.400000E-03,+699.218750E-03,+8.209609032E+00,+7.501331329E+00
+1.405000E-03,+699.218750E-03,+8.229140282E+00,+7.520862579E+00
+1.410000E-03,+699.218750E-03,+8.248671532E+00,+7.540393829E+00
+1.415000E-03,+699.218750E-03,+8.258437157E+00,+7.552112579E+00
+1.420000E-03,+699.218750E-03,+8.277968407E+00,+7.571643829E+00
+1.425000E-03,+699.218750E-03,+8.297499657E+00,+7.587268829E+00
+1.430000E-03,+699.218750E-03,+8.307265282E+00,+7.602893829E+00
+1.435000E-03,+699.218750E-03,+8.326796532E+00,+7.618518829E+00
+1.440000E-03,+699.218750E-03,+8.346327782E+00,+7.638050079E+00
+1.445000E-03,+703.125000E-03,+8.365859032E+00,+7.653675079E+00
+1.450000E-03,+703.125000E-03,+8.385390282E+00,+7.673206329E+00
+1.455000E-03,+699.218750E-03,+8.404921532E+00,+7.692737579E+00
+1.460000E-03,+703.125000E-03,+8.424452782E+00,+7.712268829E+00
+1.465000E-03,+703.125000E-03,+8.434218407E+00,+7.723987579E+00
+1.470000E-03,+703.125000E-03,+8.453749657E+00,+7.739612579E+00
+1.475000E-03,+703.125000E-03,+8.463515282E+00,+7.751331329E+00
+1.480000E-03,+699.218750E-03,+8.483046532E+00,+7.766956329E+00
+1.485000E-03,+703.125000E-03,+8.492812157E+00,+7.782581329E+00
+1.490000E-03,+703.125000E-03,+8.502577782E+00,+7.798206329E+00
+1.495000E-03,+375.000000E-03,+7.301405907E+00,+6.919300079E+00
+1.500000E-03,-2.140625000E+00,-579.453468E-03,+1.556018829E+00
+1.505000E-03,-2.773437500E+00,-2.405625343E+00,+368.518829E-03
+1.510000E-03,-2.960937500E+00,-2.962265968E+00,-6.481171E-03
+1.515000E-03,-2.949218750E+00,-2.952500343E+00,-10.387421E-03
+1.520000E-03,-2.937500000E+00,-2.952500343E+00,-14.293671E-03
+1.525000E-03,-2.925781250E+00,-2.942734718E+00,-18.199921E-03
+1.530000E-03,-2.914062500E+00,-2.923203468E+00,-18.199921E-03
+1.535000E-03,-2.898437500E+00,-2.913437843E+00,-22.106171E-03
+1.540000E-03,-2.882812500E+00,-2.903672218E+00,-26.012421E-03
+1.545000E-03,-2.871093750E+00,-2.884140968E+00,-22.106171E-03
+1.550000E-03,-2.855468750E+00,-2.874375343E+00,-26.012421E-03
+1.555000E-03,-2.839843750E+00,-2.864609718E+00,-26.012421E-03
+1.560000E-03,-2.824218750E+00,-2.845078468E+00,-22.106171E-03
+1.565000E-03,-2.808593750E+00,-2.825547218E+00,-22.106171E-03
+1.570000E-03,-2.792968750E+00,-2.815781593E+00,-26.012421E-03
+1.575000E-03,-2.777343750E+00,-2.796250343E+00,-29.918671E-03
+1.580000E-03,-2.761718750E+00,-2.786484718E+00,-29.918671E-03
+1.585000E-03,-2.746093750E+00,-2.776719093E+00,-33.824921E-03
+1.590000E-03,-2.730468750E+00,-2.757187843E+00,-29.918671E-03
+1.595000E-03,-2.710937500E+00,-2.737656593E+00,-33.824921E-03
+1.600000E-03,-2.691406250E+00,-2.727890968E+00,-37.731171E-03
+1.605000E-03,-2.675781250E+00,-2.708359718E+00,-37.731171E-03
+1.610000E-03,-2.656250000E+00,-2.688828468E+00,-37.731171E-03
+1.615000E-03,-2.636718750E+00,-2.669297218E+00,-37.731171E-03
+1.620000E-03,-2.621093750E+00,-2.659531593E+00,-37.731171E-03
+1.625000E-03,-2.601562500E+00,-2.640000343E+00,-41.637421E-03
+1.630000E-03,-2.585937500E+00,-2.620469093E+00,-41.637421E-03
+1.635000E-03,-2.566406250E+00,-2.610703468E+00,-45.543671E-03
+1.640000E-03,-2.550781250E+00,-2.591172218E+00,-49.449921E-03
+1.645000E-03,-2.531250000E+00,-2.571640968E+00,-49.449921E-03
+1.650000E-03,-2.511718750E+00,-2.561875343E+00,-49.449921E-03
+1.655000E-03,-2.496093750E+00,-2.542344093E+00,-49.449921E-03
+1.660000E-03,-2.480468750E+00,-2.522812843E+00,-49.449921E-03
+1.665000E-03,-2.460937500E+00,-2.503281593E+00,-49.449921E-03
+1.670000E-03,-2.445312500E+00,-2.493515968E+00,-49.449921E-03
+1.675000E-03,-2.429687500E+00,-2.473984718E+00,-53.356171E-03
+1.680000E-03,-2.410156250E+00,-2.464219093E+00,-53.356171E-03
+1.685000E-03,-2.394531250E+00,-2.444687843E+00,-61.168671E-03
+1.690000E-03,-2.378906250E+00,-2.434922218E+00,-57.262421E-03
+1.695000E-03,-2.363281250E+00,-2.415390968E+00,-61.168671E-03
+1.700000E-03,-2.343750000E+00,-2.395859718E+00,-61.168671E-03
+1.705000E-03,-2.328125000E+00,-2.376328468E+00,-57.262421E-03
+1.710000E-03,-2.312500000E+00,-2.366562843E+00,-57.262421E-03
+1.715000E-03,-2.296875000E+00,-2.347031593E+00,-53.356171E-03
+1.720000E-03,-2.277343750E+00,-2.327500343E+00,-53.356171E-03
+1.725000E-03,-2.261718750E+00,-2.307969093E+00,-49.449921E-03
+1.730000E-03,-2.242187500E+00,-2.288437843E+00,-49.449921E-03
+1.735000E-03,-2.226562500E+00,-2.268906593E+00,-45.543671E-03
+1.740000E-03,-2.207031250E+00,-2.249375343E+00,-45.543671E-03
+1.745000E-03,-2.191406250E+00,-2.229844093E+00,-49.449921E-03
+1.750000E-03,-2.171875000E+00,-2.210312843E+00,-45.543671E-03
+1.755000E-03,-2.156250000E+00,-2.200547218E+00,-45.543671E-03
+1.760000E-03,-2.140625000E+00,-2.181015968E+00,-41.637421E-03
+1.765000E-03,-2.128906250E+00,-2.161484718E+00,-41.637421E-03
+1.770000E-03,-2.113281250E+00,-2.151719093E+00,-41.637421E-03
+1.775000E-03,-2.093750000E+00,-2.132187843E+00,-41.637421E-03
+1.780000E-03,-2.078125000E+00,-2.112656593E+00,-45.543671E-03
+1.785000E-03,-2.062500000E+00,-2.102890968E+00,-45.543671E-03
+1.790000E-03,-2.042968750E+00,-2.083359718E+00,-41.637421E-03
+1.795000E-03,-2.027343750E+00,-2.063828468E+00,-41.637421E-03
+1.800000E-03,-2.011718750E+00,-2.044297218E+00,-37.731171E-03
+1.805000E-03,-2.000000000E+00,-2.034531593E+00,-37.731171E-03
+1.810000E-03,-1.984375000E+00,-2.015000343E+00,-33.824921E-03
+1.815000E-03,-1.968750000E+00,-1.995469093E+00,-33.824921E-03
+1.820000E-03,-1.949218750E+00,-1.985703468E+00,-37.731171E-03
+1.825000E-03,-1.929687500E+00,-1.966172218E+00,-41.637421E-03
+1.830000E-03,-1.914062500E+00,-1.946640968E+00,-41.637421E-03
+1.835000E-03,-1.894531250E+00,-1.927109718E+00,-41.637421E-03
+1.840000E-03,-1.878906250E+00,-1.907578468E+00,-37.731171E-03
+1.845000E-03,-1.863281250E+00,-1.897812843E+00,-37.731171E-03
+1.850000E-03,-1.847656250E+00,-1.878281593E+00,-37.731171E-03
+1.855000E-03,-1.832031250E+00,-1.868515968E+00,-41.637421E-03
+1.860000E-03,-1.816406250E+00,-1.848984718E+00,-41.637421E-03
+1.865000E-03,-1.800781250E+00,-1.839219093E+00,-45.543671E-03
+1.870000E-03,-1.785156250E+00,-1.829453468E+00,-49.449921E-03
+1.875000E-03,-1.769531250E+00,-1.809922218E+00,-49.449921E-03
+1.880000E-03,-1.750000000E+00,-1.790390968E+00,-49.449921E-03
+1.885000E-03,-1.734375000E+00,-1.780625343E+00,-49.449921E-03
+1.890000E-03,-1.718750000E+00,-1.761094093E+00,-45.543671E-03
+1.895000E-03,-1.699218750E+00,-1.741562843E+00,-49.449921E-03
+1.900000E-03,-1.683593750E+00,-1.731797218E+00,-49.449921E-03
+1.905000E-03,-1.664062500E+00,-1.702500343E+00,-49.449921E-03
+1.910000E-03,-1.648437500E+00,-1.692734718E+00,-49.449921E-03
+1.915000E-03,-1.628906250E+00,-1.673203468E+00,-45.543671E-03
+1.920000E-03,-1.613281250E+00,-1.653672218E+00,-45.543671E-03
+1.925000E-03,-1.597656250E+00,-1.634140968E+00,-41.637421E-03
+1.930000E-03,-1.578125000E+00,-1.614609718E+00,-37.731171E-03
+1.935000E-03,-1.566406250E+00,-1.595078468E+00,-33.824921E-03
+1.940000E-03,-1.546875000E+00,-1.575547218E+00,-37.731171E-03
+1.945000E-03,-1.527343750E+00,-1.565781593E+00,-37.731171E-03
+1.950000E-03,-1.511718750E+00,-1.546250343E+00,-41.637421E-03
+1.955000E-03,-1.492187500E+00,-1.526719093E+00,-45.543671E-03
+1.960000E-03,-1.476562500E+00,-1.516953468E+00,-45.543671E-03
+1.965000E-03,-1.460937500E+00,-1.497422218E+00,-45.543671E-03
+1.970000E-03,-1.445312500E+00,-1.487656593E+00,-45.543671E-03
+1.975000E-03,-1.429687500E+00,-1.468125343E+00,-41.637421E-03
+1.980000E-03,-1.414062500E+00,-1.448594093E+00,-41.637421E-03
+1.985000E-03,-1.394531250E+00,-1.429062843E+00,-37.731171E-03
+1.990000E-03,-1.378906250E+00,-1.409531593E+00,-37.731171E-03
+1.995000E-03,-1.363281250E+00,-1.390000343E+00,-33.824921E-03
+2.000000E-03,-1.347656250E+00,-1.380234718E+00,-33.824921E-03
+2.005000E-03,-1.332031250E+00,-1.360703468E+00,-33.824921E-03
+2.010000E-03,-1.316406250E+00,-1.341172218E+00,-33.824921E-03
+2.015000E-03,-1.300781250E+00,-1.321640968E+00,-29.918671E-03
+2.020000E-03,-1.281250000E+00,-1.311875343E+00,-33.824921E-03
+2.025000E-03,-1.261718750E+00,-1.292344093E+00,-29.918671E-03
+2.030000E-03,-1.246093750E+00,-1.272812843E+00,-33.824921E-03
+2.035000E-03,-1.226562500E+00,-1.263047218E+00,-37.731171E-03
+2.040000E-03,-1.210937500E+00,-1.243515968E+00,-41.637421E-03
+2.045000E-03,-1.195312500E+00,-1.223984718E+00,-37.731171E-03
+2.050000E-03,-1.183593750E+00,-1.214219093E+00,-37.731171E-03
+2.055000E-03,-1.164062500E+00,-1.194687843E+00,-37.731171E-03
+2.060000E-03,-1.148437500E+00,-1.184922218E+00,-41.637421E-03
+2.065000E-03,-1.132812500E+00,-1.165390968E+00,-41.637421E-03
+2.070000E-03,-1.113281250E+00,-1.145859718E+00,-41.637421E-03
+2.075000E-03,-1.097656250E+00,-1.136094093E+00,-37.731171E-03
+2.080000E-03,-1.082031250E+00,-1.116562843E+00,-37.731171E-03
+2.085000E-03,-1.062500000E+00,-1.097031593E+00,-37.731171E-03
+2.090000E-03,-1.046875000E+00,-1.077500343E+00,-37.731171E-03
+2.095000E-03,-1.031250000E+00,-1.067734718E+00,-41.637421E-03
+2.100000E-03,-1.011718750E+00,-1.048203468E+00,-41.637421E-03
+2.105000E-03,-996.093750E-03,-1.028672218E+00,-41.637421E-03
+2.110000E-03,-980.468750E-03,-1.018906593E+00,-41.637421E-03
+2.115000E-03,-960.937500E-03,-999.375343E-03,-41.637421E-03
+2.120000E-03,-941.406250E-03,-979.844093E-03,-45.543671E-03
+2.125000E-03,-925.781250E-03,-970.078468E-03,-45.543671E-03
+2.130000E-03,-906.250000E-03,-950.547218E-03,-45.543671E-03
+2.135000E-03,-890.625000E-03,-931.015968E-03,-49.449921E-03
+2.140000E-03,-875.000000E-03,-921.250343E-03,-49.449921E-03
+2.145000E-03,-859.375000E-03,-901.719093E-03,-45.543671E-03
+2.150000E-03,-839.843750E-03,-882.187843E-03,-49.449921E-03
+2.155000E-03,-824.218750E-03,-872.422218E-03,-53.356171E-03
+2.160000E-03,-804.687500E-03,-852.890968E-03,-53.356171E-03
+2.165000E-03,-789.062500E-03,-833.359718E-03,-53.356171E-03
+2.170000E-03,-773.437500E-03,-813.828468E-03,-49.449921E-03
+2.175000E-03,-753.906250E-03,-804.062843E-03,-49.449921E-03
+2.180000E-03,-738.281250E-03,-784.531593E-03,-49.449921E-03
+2.185000E-03,-718.750000E-03,-765.000343E-03,-49.449921E-03
+2.190000E-03,-703.125000E-03,-755.234718E-03,-53.356171E-03
+2.195000E-03,-683.593750E-03,-735.703468E-03,-53.356171E-03
+2.200000E-03,-667.968750E-03,-716.172218E-03,-57.262421E-03
+2.205000E-03,-648.437500E-03,-696.640968E-03,-57.262421E-03
+2.210000E-03,-632.812500E-03,-686.875343E-03,-57.262421E-03
+2.215000E-03,-617.187500E-03,-667.344093E-03,-49.449921E-03
+2.220000E-03,-601.562500E-03,-647.812843E-03,-49.449921E-03
+2.225000E-03,-585.937500E-03,-628.281593E-03,-49.449921E-03
+2.230000E-03,-570.312500E-03,-618.515968E-03,-49.449921E-03
+2.235000E-03,-554.687500E-03,-598.984718E-03,-49.449921E-03
+2.240000E-03,-539.062500E-03,-579.453468E-03,-49.449921E-03
+2.245000E-03,-519.531250E-03,-569.687843E-03,-49.449921E-03
+2.250000E-03,-503.906250E-03,-550.156593E-03,-49.449921E-03
+2.255000E-03,-488.281250E-03,-530.625343E-03,-49.449921E-03
+2.260000E-03,-468.750000E-03,-511.094093E-03,-45.543671E-03
+2.265000E-03,-453.125000E-03,-491.562843E-03,-45.543671E-03
+2.270000E-03,-437.500000E-03,-472.031593E-03,-45.543671E-03
+2.275000E-03,-421.875000E-03,-462.265968E-03,-45.543671E-03
+2.280000E-03,-406.250000E-03,-442.734718E-03,-45.543671E-03
+2.285000E-03,-386.718750E-03,-432.969093E-03,-49.449921E-03
+2.290000E-03,-371.093750E-03,-413.437843E-03,-49.449921E-03
+2.295000E-03,-351.562500E-03,-403.672218E-03,-53.356171E-03
+2.300000E-03,-335.937500E-03,-384.140968E-03,-53.356171E-03
+2.305000E-03,-316.406250E-03,-364.609718E-03,-49.449921E-03
+2.310000E-03,-300.781250E-03,-345.078468E-03,-49.449921E-03
